t,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41,x42,x43,x44,x45,x46,x47,x48,x49,x50
-4.10E+00,0.02269108,0.027960939,-0.077576163,-0.002191228,0.022831307,-0.031281672,-0.041721087,0.043048916,-0.010094643,-0.045832564,0.024265068,0.033862788,0.019601705,-0.071225526,0.035471608,-0.047762611,0.078642646,-0.010095964,0.079250801,-0.059199453,-0.013000581,0.037384718,0.012104668,-0.032998181,0.016440659,-0.023688559,-0.030743521,-0.042333832,0.030076177,0.077940787,0.056201943,-0.052841365,-0.074494296,-0.007808286,0.056116723,0.080094262,0.002411418,-0.009091668,0.000680629,0.014545418,-0.037559872,0.010994264,0.04382151,0.011018821,-0.016258373,0.014475217,-0.087222715,0.044012324,-0.02819242,-0.049952821
-4.09E+00,-0.035882532,-0.101744309,0.042922498,-0.071057598,-0.056688473,0.012727978,0.098270741,-0.002145494,0.029687541,-0.032894195,0.043408565,0.141096027,-0.035010551,0.006189194,0.095003273,-0.030518242,-0.027861907,0.037204675,-0.017260367,-0.117155479,0.102210263,0.0337813,-0.036451308,-0.025291872,0.062205191,0.021309868,0.00190909,-0.039080992,0.009561181,-0.063139578,-0.024212257,-0.007870502,0.033947939,-0.089314466,-0.017704262,0.018439843,-0.121095464,-0.048852759,0.089285573,-0.000557978,0.050870766,0.049427179,-0.05346225,0.044586375,-0.02286216,0.000379154,0.032330906,0.034162024,-0.056774933,0.056246047
-4.08E+00,0.021056933,-0.015209353,-0.070910072,0.106902105,-0.111426732,-0.02592132,0.019060609,0.042235969,-0.023788378,0.152153896,-0.060941077,0.055346224,0.005968782,-0.123674836,-0.036340514,-0.089226504,0.026259685,0.068526016,0.033591116,0.012017262,0.032016222,0.009480108,-0.000171142,0.041572516,-0.001189472,-0.086103615,0.025092364,0.014200934,-0.010256998,0.047222206,0.066945857,0.018462538,0.020401592,0.022446398,-0.054711604,0.005330293,-0.078567645,-0.086970536,0.039384438,-0.067738519,0.072376933,0.022030377,0.065650141,0.004917809,-0.006358851,-0.003917389,0.045597474,-0.043921877,-0.052578942,0.052976316
-4.08E+00,0.023498463,0.024224,0.045642247,-0.032630208,0.070156236,0.022955527,-0.071244418,-0.014738901,-0.017165624,0.038334993,-0.013411825,-0.078569662,0.009390975,-0.073272129,-0.057366702,0.051116641,-0.06037814,-0.043565805,0.007083528,0.073866773,0.0071171,0.028969019,0.036255734,0.072500613,0.000666911,0.017540162,0.001484612,0.062827242,-0.020246917,-0.013713507,-0.005123371,0.006000593,-0.010740658,0.030106169,0.019185181,0.072099811,0.031013739,0.024946437,0.029246222,0.000168962,-0.011866121,-0.02583375,0.108943258,0.090744524,0.005952139,0.014324319,-0.007329664,-0.086279952,-0.009446474,0.064821198
-4.07E+00,0.031511611,0.006396292,-0.003086967,0.071508993,0.027498976,-0.003721082,0.007187759,-0.073059181,0.017499412,-0.051646887,0.051143873,0.019184497,-0.059702454,0.039661423,-0.074972746,0.054430189,0.064026268,0.009260113,0.09515596,0.038118117,0.003034285,-0.033091003,0.030166069,0.014543657,0.078823648,0.082925362,-0.08339218,0.121309989,-0.017632034,-0.071383803,-0.008808525,0.067059326,-0.021444098,-0.002114453,-0.112369264,0.087244984,0.050937156,0.003118826,0.040441449,0.095400342,-0.034136884,-0.023202216,-0.035577783,-0.181591068,-0.081867482,-0.0606381,-0.020466639,0.055084653,0.022928725,-0.046918019
-4.06E+00,0.040981311,0.005109087,-0.102489471,-0.074589287,0.008468314,-0.051318067,-0.001999984,-0.120118262,-0.088244189,0.016771584,0.043165086,-0.121184982,0.011339639,-0.102363513,-0.013197056,0.064583684,0.006684658,0.060596169,-0.02397029,-0.034958377,-0.036071264,0.020542101,0.06471658,-0.053307021,0.0152651,-0.039126219,0.023286811,-0.14265904,0.057647083,0.01091209,0.001454004,-0.014147355,0.010259512,-0.012106866,0.049462292,0.025022715,0.03018676,0.11526643,-0.025145551,-0.019135653,-0.012605464,0.01209458,-0.008041617,0.078905545,0.004121269,-0.001336836,0.015958247,-0.026190733,-0.065517727,0.071947829
-4.06E+00,0.03367702,0.002707994,0.032834513,-0.077379824,0.045145117,-0.049707914,-0.121633556,-0.092366419,-0.054344474,-0.124827932,-0.089125737,0.037384794,0.02719707,0.033277286,-0.005345041,-0.018622609,6.26E-05,-0.034793497,-0.057308072,0.021697221,0.001894276,0.000450818,0.083380949,0.004612991,-0.031679029,-0.080787623,-0.080979388,0.088442691,-0.020349194,-0.045363185,-0.054184358,-0.029995661,0.045841287,0.035464842,0.0388812,-0.007515772,0.019569293,-0.021181449,-0.073833855,0.032979067,-0.046925155,0.058268615,0.022689391,-0.020797366,-0.015769419,0.021563132,-0.022557651,0.043706622,-0.112645832,-0.07438547
-4.05E+00,0.067479548,-0.061474756,-0.002143374,-0.068435637,0.031610096,0.102078333,-0.042456211,-0.01718119,-0.029479141,0.044031549,-0.017557991,0.053925877,-0.085590754,-0.002007114,-0.061964657,-0.08657437,-0.01580919,-0.047899202,0.061756603,0.030242811,0.032205337,-0.048712864,-0.052493568,0.008799871,-0.05736289,-0.02484096,-0.069027844,0.008781632,0.012618123,-0.070639222,-0.007812769,0.016284919,0.049174797,-0.011820825,0.048876632,-0.10775996,-0.123813004,0.037478231,-0.000931734,0.026410862,0.063546218,-0.045377446,-0.039194358,0.031405661,-0.000460393,-0.039283249,0.03383781,0.045251991,-0.044943494,0.057655939
-4.05E+00,-0.029307233,0.055207596,-0.077165974,-0.05658784,-0.049171116,0.049698296,0.031719231,-0.116925712,-0.008126742,-0.004566646,-0.045883766,-0.021593495,0.0761175,-0.044435675,0.144260639,-0.030210937,-0.006635197,0.073992836,0.088715736,0.041491498,-0.076962528,-0.100904754,0.045017199,-0.06063007,0.018772151,-0.043899142,-0.049068656,0.059262045,-0.035736349,0.003657193,0.050909085,-0.081909379,0.003210321,-0.068367035,-0.083227805,-0.020040039,-0.066251371,-0.064895424,0.019202159,-0.068928646,-0.002664294,-0.006466344,0.009980652,-0.098111697,0.060511916,-0.111029628,0.023401251,0.095152857,0.027582717,-0.049953737
-4.04E+00,-0.007469215,0.031787853,0.097673116,0.006249896,0.114424642,0.030791711,-0.064082732,-0.00069185,-0.128340222,0.016879764,-0.03998533,-0.042141455,-0.098706426,0.04431569,-0.038295464,0.035742998,0.072373889,-0.099443733,0.037063639,0.008574572,-0.019228512,0.016275039,0.005926279,-0.0630298,0.020085233,-0.013995952,-0.061971154,0.038986231,0.005817305,-0.091829046,-0.015432472,0.0569818,0.04493187,-0.077861841,0.007878812,-0.057230348,-0.076110009,0.045363237,-0.0415581,-0.115710749,-0.064438541,0.107013862,-0.083183102,0.033993941,0.015884357,-0.039723412,-0.065764914,0.063531974,-0.083433805,0.032055206
-4.03E+00,-0.043381583,-0.026664334,0.035559229,0.000313718,-0.032582463,0.118568843,0.043864549,0.040026465,-0.112022325,0.077734252,0.049071215,-0.107602016,0.035224934,0.028968331,-0.099889541,-0.034191661,0.022671919,-0.133815735,-0.035253749,0.121242353,0.001400726,0.038129719,-0.00475949,0.07288361,-0.075164271,0.032250323,-0.032403114,0.036571971,-0.028846425,0.029178652,0.071429273,-0.004204145,0.050282564,0.034982062,-0.023099619,-0.070293015,0.068632039,0.03994414,0.113091261,0.051843776,-0.043449653,0.035626026,-0.034424457,-0.063693867,-0.041512376,-0.050549906,0.132451426,-0.039172414,0.037119468,0.058135714
-4.03E+00,-0.017015638,0.129009907,-0.049132584,0.078663173,0.017305831,0.009325094,-0.119065984,-0.014168036,-0.014035929,-0.109218015,0.039800998,0.065411646,0.158147523,0.018821178,-0.054837039,0.021253794,0.022876962,-0.002490118,0.089135857,0.061544309,0.040231662,-0.08549522,-0.103456972,-0.026079579,0.074715799,0.002988511,-0.036409373,0.074585635,0.075004642,-0.044985762,-0.176702831,-0.065246664,0.027282887,-0.091068016,0.017478606,0.02338471,-0.032981033,-0.045424249,-0.01840552,-0.027741608,0.095473826,-0.047169843,0.003834083,0.058169258,0.000943815,-0.027631996,0.078121675,0.030416846,0.179014607,0.044719452
-4.02E+00,0.080750143,0.036186302,-0.001456095,0.01469267,0.017588148,0.038053168,0.072778928,0.012631371,-0.032760645,-0.048571444,-0.041442783,-0.00335107,-0.081553086,0.03018909,-0.004229538,-0.047494676,0.049288648,0.060090901,0.070366525,0.001512196,-0.119256477,-0.053904596,-0.093162573,0.013854095,0.157716201,0.041593571,-0.136874604,-0.094357978,0.061627735,0.039742025,0.034249132,-0.028616212,-0.043903299,0.001037667,-0.062153979,0.006321599,0.026537171,-0.00661888,-0.074898127,-0.004327612,0.01055048,-0.02328212,0.008317721,0.004136959,-0.103152607,-0.055553704,-0.023295221,-0.021134264,0.049405697,-0.02811438
-4.02E+00,0.050179876,0.009060769,0.013981464,-0.066400741,0.033791904,-0.053097636,-0.039466441,-0.018924642,0.027138854,0.017036371,0.093243108,-0.055170093,-0.054425938,-0.009926588,-0.026953284,0.026542358,-0.037573524,-0.002878197,0.055103113,-0.074657665,-0.156338736,0.091250371,-0.05576951,0.032670902,0.101472312,-0.173640067,0.006559701,0.026504757,0.105038959,-0.15593404,0.041792906,-0.000365718,-0.006924269,-0.068320591,0.093555989,-0.004390741,0.04703108,-0.007599287,-0.03873065,0.065296951,0.011429386,-0.08014148,-0.017630869,-0.004991749,-0.059706709,-0.011516729,0.081532531,0.010065125,-0.011228697,0.004223978
-4.01E+00,0.025146227,0.033738277,0.044182097,0.023368352,-0.00901881,0.037138285,-0.041824413,-0.05542674,-0.086760398,-0.100875141,-0.022301551,0.065714012,0.03167167,0.05127986,0.062305865,0.011011508,0.01370437,-0.05365628,0.102224493,-0.021714464,0.029529634,-0.049096001,0.002964988,-0.047875575,-0.093338548,-0.034530599,0.00859138,0.019949529,0.016420382,-0.085993818,-0.043661996,0.05454287,0.016198835,0.049459842,0.00147195,0.036171782,-0.027732708,0.092017839,0.107161774,-0.014478176,-0.055973792,-0.079934602,0.028744591,0.015520098,-0.012786495,-0.042618551,-0.029701437,0.043720637,0.030272241,0.031380385
-4.00E+00,-0.04331257,0.070311925,-0.004343735,-0.03809316,0.018715975,-0.064282279,0.106888702,-0.065079398,-0.073265719,-0.120193253,-0.069014178,-0.0341651,0.11502248,-0.023735087,0.016457804,-0.035333505,0.052561688,-0.029464875,0.01825747,-0.048541678,0.006832283,-0.048977914,-0.04966122,0.022174952,-0.069933743,-0.044911384,0.063383133,-0.033584167,0.121999372,0.056648636,0.058664751,-0.02416314,0.003035463,0.172556846,0.016750846,0.066286214,0.057684846,-0.073023411,-0.003387276,-0.052129193,0.016780156,-0.026063868,-0.059973741,-0.024949069,-0.047073429,0.023630033,-0.003494885,-0.082189337,0.044514183,-0.092423087
-4.00E+00,0.083530959,-0.074980223,0.019995572,0.072434425,0.01045534,-0.012596487,-0.051927295,-0.039844536,-0.089605711,0.063571368,0.001360658,-0.005753999,0.007293011,-0.071210567,0.012404303,-0.008879767,-0.091780339,-0.013728978,-0.034219951,-0.045625573,0.056125444,-0.05508569,-0.035783635,0.086913884,0.005990723,0.030793424,0.015120362,-0.062648497,-0.054349805,-0.070474073,0.038651846,0.008265736,-0.137491824,-0.010209018,0.021873768,0.052746218,-0.055086265,-0.057634612,0.002949939,-0.018021322,-0.073959432,6.91E-05,-0.071600106,0.043838275,0.042829363,-0.031970258,-0.026708089,0.129341327,0.02974829,0.110081438
-3.99E+00,0.078004458,-0.016367437,0.02634397,-0.028085637,-0.042929237,-0.042778244,0.05685026,-0.054302335,-0.021361602,0.078621903,0.014794961,-0.069025122,-0.061076875,-0.116067485,0.078548713,-0.023651537,0.095844243,-0.03047158,-0.111424698,0.005974243,0.02833686,-0.040906602,-0.01050577,0.082415325,-0.153920311,-0.01179371,0.027629797,0.000420246,0.010428077,0.01703395,-0.092974658,0.101477517,0.064345443,-0.009819174,-0.039417133,-0.003391833,0.026033386,-0.111346142,-0.130931213,-0.004502392,0.048281109,-0.017662679,-0.01453031,-0.048090128,0.020204286,0.062021364,-0.007052101,-0.011745538,-0.002111938,-0.020669048
-3.98E+00,-0.048075164,-0.057076778,-0.000786124,-0.056121128,0.060215569,0.062631959,-0.003586658,-0.057152971,-0.073991236,-0.024664181,-0.030111562,-0.026551971,-0.059658104,0.009621205,-0.008792037,0.0046373,-0.058753105,-0.024921105,0.008961806,0.006190167,-0.060685261,0.04472434,-0.029018406,-0.025740931,0.103640201,-0.016643243,0.073552761,0.077298774,0.03537462,-0.025882407,-0.100826616,-0.007313542,-0.001551894,-0.005063108,-0.006459596,0.015026508,0.028027138,0.043436516,0.020336591,-0.01759801,0.017171969,0.035566622,-0.054311304,-0.108502074,-0.089215653,0.049384721,0.006894586,-0.024400063,0.040766171,0.083801468
-3.98E+00,0.060544577,0.043994951,0.020905007,-0.010708369,-0.014447522,0.015957801,-0.004761745,0.06370597,0.02658986,-0.029460457,0.10908151,-0.040404682,0.05013702,0.047385482,-0.104183057,-0.091039641,0.008505439,-0.01654728,-0.046240683,-0.028309549,-0.030325333,-0.003210811,0.033032569,-0.013054285,-0.008628272,-0.013469513,-0.006202248,-0.004687334,0.055098901,0.039534522,0.027070393,-0.053695409,0.025618675,0.050482444,-0.015547149,-0.063823533,0.017371327,0.027535329,0.073169146,-0.024581182,-0.021797028,0.011253158,-0.054263418,0.00510036,0.043060839,-0.008902488,0.025092371,-0.064092767,0.002651796,-0.030924085
-3.97E+00,-0.047932836,0.004480596,0.047396877,0.02117869,-0.009807946,-0.040703412,-0.076788522,-0.003249668,-0.055417404,-0.012389859,0.095541895,0.04504338,0.071485485,0.087791432,-0.033623267,-0.007304412,0.088429013,0.080009187,0.105187595,-0.027176737,0.026433366,0.075044653,-0.101796679,0.1110755,-0.056792109,-0.00238097,-0.036748395,-0.050227,-0.019521301,-0.032548512,-0.026680814,0.032741186,-0.021687502,-0.003646411,-0.071844207,0.037094156,-0.028399338,-0.040455783,0.010249969,-0.018559012,0.011425205,0.015257557,0.001063776,0.224147831,0.030089137,-0.065089006,0.006441984,-0.079330448,0.056298192,-0.055336553
-3.97E+00,0.089223483,-0.013018832,0.03378572,0.106395609,0.071442668,0.047053534,-0.086812577,-0.037813161,-0.017369481,-0.113274405,0.043043173,-0.009071268,-0.021335686,0.015437304,0.026048754,-0.000262625,0.015897303,0.03380615,-0.088983226,-0.065685043,0.011475821,-0.024751951,0.022422189,0.02879535,0.000715662,0.054388945,-0.001779382,0.018491891,0.036076032,0.008565941,0.025867419,0.025631951,-0.039215723,-0.010738287,0.08777198,0.069528411,-0.022216123,0.023283116,-0.046136434,-0.083556018,0.097136554,0.161333349,0.026555044,-0.073600457,-0.002447208,0.065253391,0.024433611,0.082248937,0.024229194,0.029438062
-3.96E+00,-0.00025021,-0.12129954,-0.070110875,0.007879234,0.03138507,0.087991655,-0.068769899,-0.000858287,-0.009264944,0.05232341,0.067397401,0.045415938,-0.039728022,0.05740794,0.011724629,-0.031839217,0.018927551,0.042042487,0.124524959,0.06751253,-0.08824302,0.095930099,-0.001100136,-0.030601281,-0.014325806,-0.027565849,0.116751157,0.028194281,-0.000782426,0.036097672,0.002013195,-0.08753828,-0.000551366,-0.040182279,-0.058053485,0.036399905,-0.082361194,-0.158856374,-0.075092502,0.00816903,0.047882963,0.012322675,-0.005008481,-0.093373753,-0.002683918,0.03544916,-0.091021453,0.068584897,0.00128716,0.002888203
-3.95E+00,-0.082049774,-0.076138142,-0.020515338,0.057389332,0.017164555,-0.115021659,-0.02477961,0.110262174,0.012301594,-0.045317927,0.048513764,-0.103137673,0.016019683,-0.024455621,0.032386561,-0.018049996,-0.025784484,-0.092540484,0.005185319,-0.04361819,-0.008834562,0.05835187,-0.028542104,0.003587252,-0.005707352,-0.045741778,-0.078550213,-0.053779201,0.117860635,-0.170017532,-0.009258143,0.026227672,0.103940046,0.020216299,-0.009057571,0.014595307,-0.009794104,0.065876158,-0.043049382,0.106805535,-0.030754736,-0.033715758,0.066830011,0.010130237,-0.078473089,0.096022343,0.010360823,0.019833306,0.094807776,-0.090985992
-3.95E+00,-0.043589313,-0.023176672,-0.073683392,-0.074937519,0.06013711,0.019840955,-0.00248102,-0.009650081,0.046600986,-0.012099896,-0.119057725,0.002171602,0.012136743,-0.041316236,0.058688764,0.031052406,-0.112672874,0.026343814,-0.038191741,-0.049026592,-0.020702995,0.044248958,0.021814846,-0.01461852,0.020018673,0.021314599,-0.022531399,-0.033476237,0.010413456,-0.019177051,-0.064681967,-0.002750634,0.052592605,0.056257544,-0.030601235,0.092507008,-0.018203988,0.046615361,-0.026132218,0.12785166,0.013042976,0.05019729,0.041612226,-0.008602671,0.032081111,-0.010381835,0.090710737,-0.051868732,0.081035847,-0.041706275
-3.94E+00,-0.012162454,-0.024454839,0.010781963,-0.062783466,0.058605493,0.01662581,0.072732679,-0.033750521,-0.016386665,0.086708484,-0.034434803,0.017145371,0.047894689,0.00589162,-0.057210043,0.04773668,0.045487919,-0.04949852,0.00889402,-0.012879132,-0.006804798,0.064112385,-0.040180662,0.049869695,0.0023018,-0.081426903,0.072186015,0.100138061,-0.019320301,-0.070648604,0.073863474,-0.000832509,-0.04192442,0.037452858,-0.064060854,0.038632378,-0.03097003,0.016763611,-0.006394992,0.018781476,-0.041194922,-0.00667636,0.032723028,0.043068655,0.005620033,-0.057160952,-0.01345792,-0.073399413,0.021726168,-0.002965631
-3.93E+00,-0.020806301,0.019290818,-0.109073877,0.088353585,0.046978137,0.018677869,-0.022426316,-0.027243128,-0.069903229,0.007553414,-0.011856227,0.058451193,-7.67E-05,-0.044518745,-0.049346986,0.012418792,-0.053485653,-0.037417639,-0.051787682,0.033043941,0.00949097,0.110213001,0.058824411,0.11373228,-0.025019377,-0.056771276,-0.001269549,-0.117593648,0.052208713,-0.04586235,-0.032011229,0.110938881,-0.035147552,0.023640263,0.066688306,0.143198264,0.076537293,0.059593201,-0.022499787,-0.009409809,-0.001829645,0.000761799,-0.049882722,0.003153829,0.012291159,-0.075348206,0.028027341,-0.004027236,-0.012045236,-0.001014936
-3.93E+00,0.047072748,0.079040631,0.035072087,-0.118442004,-0.12698073,0.061089105,-0.061909105,-0.015004109,-0.04998389,-0.064130379,0.060717848,0.011150895,-0.044352142,0.059925228,-0.022206097,0.002748628,0.008831452,-0.056251045,-0.063257445,0.127813935,-0.040902579,-0.015817774,0.003547567,-0.046544023,-0.064645993,-0.051262731,-0.021597516,-0.041426699,0.000686692,-0.035295756,0.023853775,0.023931119,0.029369326,-0.0487687,-0.02376754,0.09910684,0.056549186,0.052749004,0.111396689,0.057886457,-0.06595238,-0.060582536,0.037163498,-0.008752866,-0.046489329,0.016310009,-0.035446977,-0.045063971,-0.005208875,-0.023471934
-3.92E+00,-0.017142839,-0.002586806,-0.073005419,0.114139979,0.000407561,-0.008064037,0.001891096,-0.078419378,0.064121243,-0.112170273,-0.008079004,-0.056199184,-0.080767665,0.076311133,-0.003588504,-0.011322669,0.06063575,-0.050373364,-0.043104334,-0.021040715,-0.058722721,-0.087570568,-0.034095755,-0.065957366,0.026138642,0.067392169,-0.015116217,0.069915777,0.067884372,0.063408475,0.063268173,0.036008643,0.04525131,-0.016565529,0.05773587,0.023324689,0.119839036,-0.057760821,0.030227481,0.007299508,-0.009796766,0.14787649,0.01348464,0.037543227,-0.036343978,0.045449033,0.010322513,0.03153028,-0.003350046,-0.012920872
-3.92E+00,-0.104914447,0.029015663,-0.001348509,-0.002533494,-0.122470216,-0.061126667,-0.082772547,0.01173967,0.002031053,0.019752436,0.007212362,0.006260174,-0.008313419,-0.054841179,0.031313611,0.039125275,-0.024642081,0.022932837,0.144145789,0.019426409,0.080290187,0.08530857,0.017410139,-0.050834797,0.007288289,-0.03515742,-0.033784411,0.003581595,0.099003298,0.04815339,-0.048405741,-0.049218407,-0.07704062,0.040545744,-0.024733008,-0.015158851,-0.134622292,-0.031098542,0.021577455,0.038001507,-0.018051792,0.015211128,0.019088979,-0.012585896,-0.105684511,0.124075327,0.069923502,-0.01516444,0.089772906,-0.003473164
-3.91E+00,0.028758807,0.040599579,-0.035014115,-0.0720041,0.066285432,0.024168452,0.015788968,-0.002296024,0.044050305,-0.078166162,0.090596627,-0.034770085,0.00876813,0.026682543,-0.031103703,0.05336167,0.050831277,0.085805365,0.060891255,0.055475234,0.030724316,0.121600329,0.042136233,0.044606357,-0.077126187,-0.046499539,0.042104845,-0.035637364,-0.018681952,-0.107777255,-0.111941037,0.001522342,-0.001622945,0.006666338,0.017583044,0.06690855,-0.060276213,-0.005465782,0.020760931,0.019019767,-0.016299715,0.071770724,-0.063089095,0.076242691,0.025819837,0.043940489,-0.07310971,0.005158362,-0.001684325,-0.048907785
-3.90E+00,-0.014583368,0.008158848,0.012744453,0.027307092,0.01021396,0.023979001,-0.054687281,0.004506473,0.001111834,-0.084696216,-0.017364852,0.021101825,-0.011671692,-0.047010575,-0.01277838,-0.074734201,-0.030792457,-0.03006124,0.046607629,-0.00828214,0.021787133,0.081626683,0.014594652,0.064857576,0.062826586,-0.037184129,-0.051307982,0.073125323,-0.054714363,-0.022869323,-0.034370612,-0.012104991,-0.081478376,-0.045867398,-0.016314083,-0.100848112,0.033635248,0.0607241,-0.02616532,-0.081858024,0.041053138,0.01887605,-0.005474365,0.069189785,0.031227333,0.016628002,0.001346543,0.025529708,0.044484666,-0.060316487
-3.90E+00,0.063994533,-0.001463296,0.008189666,-0.027849627,-0.031627761,-0.086883558,-0.033760485,-0.051962007,-0.08813675,-0.048104083,-0.028271028,0.080393816,0.064379934,0.019444448,-0.043072925,0.054241302,-0.063185859,-0.031287846,0.097925934,-0.0331411,0.01644467,0.09047756,-0.080388925,-0.049771737,0.007807746,0.024778677,0.149591061,0.01195892,-0.064469208,0.007682194,0.11330148,0.078957077,-0.024131212,0.006075409,-0.050319052,-0.030196579,-0.031592073,0.0888261,0.129182619,0.032826314,0.098123085,0.022261481,-0.030243295,-0.016631851,-0.037328596,-0.008196387,0.042769286,-0.001313595,0.036838931,0.001456732
-3.89E+00,-0.024570325,-0.044040145,0.057677936,-0.002076267,0.026447726,-0.028425981,0.059425812,-0.026664371,0.028021607,-0.030454637,-0.004628156,0.025930897,0.025182614,0.099675457,0.065680546,0.079789494,0.038422346,-0.031877739,-0.015253817,0.026999764,0.06264479,0.010215961,0.023035929,0.073234662,0.021993858,-0.074313825,-0.08398204,-0.07726265,-0.039601293,-0.006732482,-0.028678965,0.070042858,0.018049251,0.069876702,-0.035372166,-0.015552973,-0.035381651,-0.036878935,-0.086823747,-0.044815986,-0.042793466,-0.016297449,0.052349723,-0.005422515,0.079279216,-0.103111265,-0.034963826,-0.02132776,0.07182355,0.013002456
-3.88E+00,-0.030548739,-0.010489491,-0.014727672,-0.031631667,0.036725093,-0.008677336,0.017870393,-0.004009239,0.039458007,-0.060527483,0.026119465,-0.076773734,-0.080067662,0.017441322,0.059882132,-0.066547349,-0.038351052,0.068951765,-0.021307371,-0.172045843,0.08005116,-0.059816483,0.018764004,0.018856857,0.105168836,-0.039025832,-0.102612394,0.00405749,-0.007456155,-0.017922306,0.042262522,0.052764449,0.017939095,0.004556469,0.006902715,0.059418498,-0.007115296,-0.004796479,0.002084609,0.029337215,-0.016490414,0.000715409,-0.003826918,0.076116317,-0.07179386,-0.014168061,0.005589529,-0.020650599,-0.069443104,-0.034088333
-3.88E+00,-0.012523802,-0.067550307,0.074505583,0.034019827,0.040704543,0.067591816,0.063404641,-0.01089748,-0.041728902,-0.025707426,0.015310925,-0.062776879,0.089025193,0.036556012,0.048901483,0.02491404,0.000959324,-0.011139086,-0.137283756,-0.018438771,0.049614332,0.057187117,0.057582673,-0.059237846,0.043572769,-0.027108071,0.052592459,-0.016512224,0.045632153,-0.008511195,0.038039857,0.013775813,-0.034459097,0.043500618,0.039527463,0.049291091,-0.027450883,-0.068035767,-0.011599992,0.097390353,-0.049296539,0.039176153,-0.045453922,-0.026648519,0.023777616,-0.14983837,-0.0214728,0.03135916,-0.054523123,-0.008638156
-3.87E+00,0.139835845,0.049648197,0.030577461,-0.039592722,-0.028634217,-0.090427063,0.004933899,0.076013001,-0.088741911,0.085990258,-0.065010609,-0.06025503,-0.03197316,-0.077950849,-0.014361309,0.052129753,-0.034147466,0.170461531,-0.005074548,-0.050556799,-0.001847473,0.032915644,0.05067659,0.039867737,0.005055439,-0.0371098,0.060870303,-0.077913205,-0.045317872,0.005936559,-0.087468376,0.015067029,0.020450512,0.086086879,0.002331939,0.032057915,-0.039053165,-0.028771206,0.032833462,-0.027373309,-0.002276346,-0.102812845,-0.043927569,-0.055663297,0.009714508,0.02180685,0.000886614,-0.024084672,0.098313672,0.060475463
-3.87E+00,-0.130830737,-0.062110736,-0.072654595,-0.01423253,0.000714131,-0.012970964,0.058502535,0.030070432,-0.064897307,-0.031133631,-0.04280815,-0.043749701,0.031931595,-0.044159878,0.025707744,-0.024690058,0.056091993,-0.082022588,-0.033019088,-0.024691159,-0.07254844,-0.01523067,0.021099432,0.09703515,0.026490663,0.053629813,-0.092560803,0.004547774,0.121777924,0.02731963,0.019492624,-0.041728695,-0.065138468,-0.043346904,0.056782868,-0.005856957,-0.049523823,-0.027234569,-0.042799471,-0.053011775,-0.021897728,-0.014976283,-0.017917792,-0.03013724,0.057019955,-0.075792557,-0.033185057,-0.008089149,0.003839048,-0.077713251
-3.86E+00,-0.10167461,0.034982569,-0.051655472,0.044922486,-0.058949984,-0.076960464,0.006207126,0.023269366,-0.115493751,-0.051996358,0.01720043,-0.038692476,-0.141967609,0.052871414,0.084134366,0.068037824,0.119894799,-0.04362452,-0.083933122,0.0445417,0.052550495,0.021691471,-0.131329181,-0.029548343,0.099507774,0.143691794,0.003165085,0.101767946,-0.084908284,-0.048295456,-0.10844866,-0.053481049,0.062315361,-0.124530066,0.071900026,-0.053242143,-0.050709875,-0.054250136,-0.016980672,-0.034146385,-0.032826859,-0.002959075,-0.018970131,-0.053542287,-0.068736471,0.05419946,-0.069204699,0.035683167,0.06209361,0.07842517
-3.85E+00,0.0200695,0.026638243,-0.031035439,0.08619852,-0.054444215,-0.019113209,0.01730225,0.084455664,-0.014762715,-0.058021739,0.107487279,0.068600295,-0.009375496,0.041164634,-0.087175371,-0.105484472,0.029890082,-0.004583355,-0.099041808,-0.006537214,-0.027538822,-0.025265995,-0.05452505,0.029064193,-0.041098253,-0.044207423,0.021574197,-0.010575553,0.002179137,0.001347653,-0.021262891,-0.006853154,0.057181342,-0.017478705,0.122839248,0.051519257,0.071027795,-0.045740735,0.117299923,0.015360855,-0.067326447,0.004471075,-0.089098066,0.01631148,0.047773439,0.05238888,-0.009338208,-0.051782903,0.045773072,-0.020149414
-3.85E+00,0.07060238,-0.006484418,-0.009617872,-0.039653816,0.03551449,-0.035271295,-0.011595538,-0.048262948,-0.140044091,0.015269973,-0.010075912,0.017347829,-0.021698104,0.014893121,0.014964721,-0.022262491,-0.079558782,-0.093319864,0.076170913,-0.062405339,0.08753581,-0.047942174,-0.05531188,0.038376104,-0.145240454,-0.0404841,0.011836508,0.104529089,0.002403216,-0.038638828,0.007857778,-0.051235349,0.036692322,-0.060496077,-0.025158256,-0.078360555,-0.018544273,-0.007078626,-0.034854017,0.010423101,-0.054776774,-0.077634323,-0.080630277,-0.052209027,0.041309167,0.028979604,-0.036292341,-0.0956519,-0.015509044,0.017815549
