Fp1;F3;F7;T3;P3;T5;O1
0.465213209;0.511917709;0.299720568;1.184113896;2.099871009;2.09486422;1.584174306
0.852375733;0.694262251;-0.213166031;1.499572902;0.599077163;2.392359026;1.504754429
0.448283441;0.71642888;-0.792544543;1.487609274;0.555411039;1.530843522;1.583684673
0.247956809;0.889531121;-1.297935127;2.268790197;0.093324493;1.276225552;1.368013394
0.624933522;0.821751635;0.626287996;1.760171742;0.294333842;1.447447791;1.216540596
0.273775861;0.793670945;1.68158739;2.075136218;0.583266937;1.598473012;1.361536201
0.240493163;0.421718137;-0.890930372;1.299880668;0.960754268;2.432009797;1.627568496
0.235778319;0.338149056;0.24484831;1.892586473;-0.636090639;1.738445157;1.322636661
0.156252223;0.741249195;3.923666778;3.936367115;1.909350749;2.945984877;1.599630155
0.341071097;0.112185503;0.173277438;2.010755222;0.339149328;2.564167552;1.230752237
0.212803416;0.483825204;0.716115439;2.165060409;1.076835891;1.466605013;1.105275731
0.431104183;0.332217643;0.610095674;1.727301332;1.967458352;1.288785999;1.230647508
0.231618807;0.663238521;-0.955421819;1.782105915;1.47744636;1.589394263;1.798963802
0.526482079;0.335995754;1.568392247;1.436252895;1.108134221;1.419082439;1.452442594
0.625198233;0.60147808;-0.080474433;1.673284326;0.65185048;1.691878486;0.841049267
0.56475235;0.53670241;1.621715358;1.986638955;0.32370417;1.245911212;1.834885502
0.852126883;0.63853322;0.558716867;1.15004242;2.93905388;1.794611663;1.518389186
0.457142172;0.577922272;0.966263406;2.570893363;1.247766148;1.045455153;1.550415388
0.515734189;0.068718538;3.022042453;1.755846341;-0.462452194;2.13555112;1.235477167
0.836109307;0.781012336;-0.53083329;1.861194009;1.104251835;1.116657662;1.641878894
0.244724083;0.435827148;0.176100838;1.477178926;1.345137045;1.655372695;1.429575841
0.375941671;0.859122138;-0.104863638;3.220467786;-0.835746184;1.428420768;1.958828826
0.574502865;0.618058288;0.720487351;1.817902358;0.846339835;1.555930111;1.231197855
0.335263727;0.604005436;-1.34944263;1.065443413;3.693295096;1.404287024;1.710508284
0.532370515;0.92525938;0.233409243;1.444297912;2.730700678;1.68425538;1.024883672
0.527351345;0.539370216;1.01506806;1.428201307;1.436497314;1.904238012;1.795400991
0.377261121;0.419616955;0.530276859;1.39180541;-0.813395525;1.454964438;1.109590705
0.647129174;0.477716269;0.667454206;1.617826146;1.717585248;1.533902358;2.165262762
0.494326164;0.92677128;-0.902689924;1.890031217;0.615062304;1.770751509;1.444527087
0.828173837;0.296772106;-1.887144795;2.037049737;0.073749578;1.488984547;1.096106674
0.608735076;1.732740477;5.243366822;1.854031575;1.3021475;1.48184224;1.970018787
0.424944541;0.458172918;-0.450562048;2.274818725;-1.227114854;1.552834548;0.722423117
0.616267893;0.738091662;0.810547464;1.570365324;0.017841689;1.454002025;1.485059634
0.168626442;0.701578079;2.051409262;1.605965831;0.775618149;1.373096391;1.680357186
0.74654858;0.65182912;1.114389363;1.8509268;0.945425676;1.330419288;1.727267654
0.520694317;0.513859518;0.076535285;2.090192837;-0.291975238;0.994568899;1.184076983
0.31762805;0.915926146;1.928839963;2.07449833;1.50651058;1.814152335;1.60441964
0.316417118;0.353850321;-0.560070188;1.971136754;2.144310285;1.691949951;1.719167978
0.73580924;0.693773285;-0.581557991;1.684176825;0.211219374;2.334848108;1.142644323
0.752104593;0.905151001;1.406202501;1.850535617;-0.085614836;1.384428272;0.827511067
0.712098015;0.895527341;0.575222764;2.101741349;1.024230306;1.527182284;1.674338011
0.762290676;0.916012006;0.151048766;2.484557161;0.448012373;1.577696298;1.281306666
0.608612969;0.416309695;0.615731909;1.257917051;0.509960733;1.865221531;1.29708744
0.755359202;0.779752146;-1.274906967;1.319290095;1.020136835;1.201218658;1.428646963
0.986772835;0.508529476;3.697764366;0.844762015;1.3564086;1.514445147;1.45073685
0.388025002;0.520290025;0.365931309;1.361494579;1.721518954;3.096008217;1.499378793
0.695525967;0.308305034;0.126043855;1.832604781;1.52136277;2.3366613;1.392227769
0.374390295;0.956868904;-0.402152838;1.926674416;1.370460952;1.411814336;1.216764019
0.173852157;0.426791431;-0.663372137;2.433679054;1.205818937;2.249323866;1.177741679
0.44513821;0.555571458;0.143425046;1.34138421;0.888395599;1.660146287;1.749828631
0.171449918;1.104057741;2.555329287;1.183210261;2.318466325;1.327813595;1.043540671
0.4920875;0.888667181;0.058275987;1.040586948;2.142687923;1.614985523;1.422750233
0.15226407;0.581731697;-0.151534337;1.241228523;0.856559405;1.827653091;1.538929936
0.324558431;0.437945245;1.598689634;2.867496053;-0.051605221;1.875450342;1.354044265
0.947803725;0.848659313;-0.082454505;1.780171505;-2.142551997;1.484823382;0.574210289
0.552544633;0.144990207;0.198467104;1.106838857;1.074101185;1.723650626;1.502175125
0.375807226;0.870884065;1.740382408;1.596348359;1.479183428;1.796417704;2.02240285
0.380926192;0.399859894;0.715087597;1.23885623;1.744641996;1.901448336;1.625394683
0.554572941;0.301789683;0.360527198;1.154855427;-0.491014658;1.625262783;1.442931979
0.401210547;0.248808079;-0.253253966;1.587854321;1.473278787;1.170449887;0.85329897
0.648285806;0.426348701;-0.533506388;2.173606292;0.441843118;1.784683802;1.412572569
0.62586747;0.520335274;0.511230543;1.343115214;1.500891637;2.107669736;1.522695286
0.43657794;0.832054635;-0.941786085;1.239135315;1.716720637;1.423860057;1.204621039
0.592944746;0.527069221;-0.055814253;1.610414852;2.577557779;2.039575183;1.290639231
0.169606456;0.680372567;0.070316705;1.811058975;-0.020519274;1.849635358;1.502237219
0.822881348;0.546433344;-0.324421842;1.928852194;0.374178527;1.362318019;1.154018135
0.886354875;0.333559109;-0.422010997;1.677674113;2.324768034;1.906924119;0.998117426
0.839766998;0.347176071;-1.201162805;1.417671086;1.167863574;1.78681222;1.161664387
0.592289462;0.8737285;0.420304903;1.986026186;1.538811194;1.580560268;1.446534852
0.415862189;0.524981609;-0.619491072;1.532410805;1.096003018;1.645078473;1.706839756
0.370422082;0.76357698;-0.463747589;1.610434008;2.021157728;1.361059096;1.557896031
0.51107893;0.729518989;1.403972991;1.743451912;0.827140302;1.346257042;1.72362479
0.460155596;0.679841761;-0.608426257;2.048163282;0.855463358;1.344529913;2.067430712
0.340549731;0.829482413;-0.896692714;1.575309522;0.980726042;2.279945737;1.702823262
0.290866668;1.08546964;0.296359201;1.76436391;1.459214755;2.333562722;0.5258977
0.747154495;0.532843649;0.581527509;1.309947057;0.906401011;1.291215756;1.203066439
0.401940196;0.711685023;-1.131261055;2.018479919;1.806688741;1.312370525;1.343688667
0.531370673;0.567338491;0.443675708;1.923924467;0.158060453;0.9293043;1.353238401
0.297356491;0.90837432;-0.168973464;1.276371477;2.398687;1.190258448;1.789368165
0.865229303;0.978472005;1.774983667;1.494582548;2.201829689;1.304062113;1.810880454
0.942589522;0.993266534;0.530549082;1.516628038;2.113165256;2.081044444;1.430486954
0.578413854;0.69809309;-0.609009844;1.136208292;0.824465988;1.507124132;0.926815623
0.69711827;0.30599255;0.172217845;1.941569051;0.788146016;1.745672408;0.709374463
0.611567293;0.371063399;0.25670276;1.133567395;1.320426329;1.597351033;1.427467507
0.399268403;1.004121508;0.770378736;1.80092088;2.144653878;1.70968851;1.306881751
0.667465172;0.649230461;5.872542175;1.492743937;2.839934897;1.798850532;1.297158309
0.482442379;0.300323;-1.063591044;1.197191159;-0.827375895;1.021273574;0.890745218
0.877194996;1.173036104;-0.261462755;1.735685388;1.473461922;1.75215136;1.45258689
0.717073965;1.051923749;0.724148256;1.413718186;0.396063415;1.801563965;1.529829799
0.649528171;0.480870485;1.220378724;3.088296221;-0.867043277;2.520792015;1.562396121
0.689532886;1.137413255;1.461805899;2.182243139;-0.352929955;1.489069457;1.369055286
0.426636118;0.39742575;0.135490721;1.298874846;2.298387724;2.509114759;1.332156857
0.673439684;0.324806219;-0.810263747;1.901822215;2.02848708;1.937231188;0.634667319
0.172658437;1.455433071;0.367056243;1.664062928;0.205210826;2.622895066;1.61317357
0.558038966;0.659585173;1.427849061;1.273869412;0.308045311;1.392938199;1.996706559
0.048010156;0.688383506;2.083406027;1.986945813;1.81506171;1.211424018;0.613394915
0.48040071;0.067081725;-0.771888493;1.903132257;1.709998558;1.889280089;1.131482348
0.772195331;0.28171875;0.904242385;1.241487693;2.449512986;1.308830305;1.245581206
0.675239513;1.047417093;-0.088559958;1.668233302;2.171238268;2.1407569;0.937383456
0.900039183;0.553565135;2.518937153;1.806774296;0.454081798;1.684241308;1.049777654
0.289551958;0.471785839;0.214664543;1.590058495;1.307798456;2.020752687;1.844594577
0.558018281;0.392496724;-1.770682057;1.605453037;0.18218365;1.55534889;1.456104777
0.792850052;1.108443043;2.994332633;1.397181179;0.956566993;1.394357269;1.522200469
0.742623829;0.257261449;0.380168611;1.67178042;-0.835319873;1.722377273;1.482786907
0.082921334;1.52637813;0.160461488;1.402657382;1.314920212;1.429938049;1.132497461
0.393035245;0.219997338;0.377842082;1.242889377;-0.539180921;1.464539104;1.342886245
0.814487064;0.592957532;1.427238955;1.457383179;0.281187275;2.479413525;1.606633451
0.949418577;0.552574658;2.862208947;1.500034399;1.880168909;1.762114381;1.385340784
0.267343291;0.330896644;1.782733208;1.733638227;-0.86916312;1.868760249;1.187713343
0.580569241;0.309997596;0.334755591;1.174710905;2.171133517;1.416478344;1.348612199
0.147185834;0.269995152;-0.288359317;1.885966975;1.428625849;1.481178887;1.145837982
0.760321983;0.497009393;1.3417477;1.962879581;0.43422015;1.381184281;1.160816242
0.925125825;0.44894689;0.514020888;1.941469098;0.726777873;1.243785821;1.684028868
0.883469978;0.917365465;-0.37849483;2.739618548;1.960096342;2.418556582;1.034766256
0.194996487;1.167565834;-0.666696224;2.245836365;0.552087965;1.439195907;1.372669899
0.808102514;1.105522225;-0.508004065;1.902668069;-0.231579718;1.527817727;1.584817286
0.724436745;0.579499868;3.012281058;2.283043032;2.135666466;2.363919615;1.963450238
0.259430541;0.69836638;0.265169488;1.354563715;1.641753108;1.723992572;1.326729578
0.623440408;0.368765903;0.250725441;2.423528965;1.823525531;1.181561265;1.562425359
0.587629297;0.470254474;1.269560063;1.998212526;1.917379179;1.708294821;1.650434493
0.618297721;0.258029254;0.632667455;1.942613386;1.767469623;1.883949598;1.267489556
0.543747342;0.616524632;2.486174141;1.608585631;2.287230846;2.037932994;1.809884837
0.550117584;0.420887385;2.210682461;1.61269348;1.068127315;1.355964072;0.988132009
0.779845772;0.333455869;3.076587301;0.862788446;1.946598642;1.833191551;1.600311638
0.676281903;0.570127819;-0.618234756;2.107035899;1.789701084;1.846551824;0.676736287
0.567003899;0.675847404;1.148420178;1.736702506;2.51835389;2.018531303;1.317062415
0.465547794;1.426676306;3.210641009;1.27843086;2.433214872;1.400805583;1.962656245
0.542157378;0.57014055;2.464859564;1.139289003;0.84222725;1.712553463;1.283192884
0.449478852;0.374063215;0.04467384;1.558970245;0.361239886;1.390858782;1.868403924
0.565404836;0.979055521;1.290660261;1.443397876;1.288310858;1.334395431;1.529573948
0.67848507;0.391312428;1.878968001;1.483129152;1.795066689;1.410362211;1.058813702
0.230004679;0.510383148;-0.592992723;1.96987781;1.518400239;1.391587554;1.831497724
0.467087754;0.444313991;0.324076551;1.280650514;0.235421252;1.096669777;1.198068995
0.359521549;0.324168359;-0.909746085;3.034842917;-0.805748642;1.593077988;0.822891896
0.449863433;0.600988284;0.437131132;1.659648199;0.445437456;2.336758495;1.380841685
0.17057016;0.579376914;0.582456154;1.990363308;3.095355701;1.814551643;1.352029591
0.572726899;0.87848301;1.342597481;1.524881744;0.458444502;1.898470667;1.352716492
0.397513666;0.910903319;-0.147324183;1.316246101;1.600872694;1.94685951;1.434899884
0.581458031;0.477845904;-1.017682494;1.379861621;1.751892303;1.678202582;1.079450207
0.581069579;1.121914168;-0.021681705;2.22929201;1.650814377;1.263657089;1.341751639
0.290360835;0.256817082;0.100584501;1.562784389;0.076298921;1.017486469;1.932402825
0.092716876;0.285014031;0.233803748;1.647140373;1.484940479;1.908440052;1.422686438
0.369068218;0.834720491;-0.182615091;2.327382958;2.037151989;1.482364701;1.156684872
0.346456583;0.328898285;-0.052748007;1.089879957;3.258487375;1.330472246;1.494764186
0.82747738;0.906460432;0.411341159;1.849770152;3.811172252;0.888337566;1.292946786
0.174176406;0.321542751;0.44942764;1.277642232;-0.033923234;1.547897296;1.658782714
0.738050145;0.448730872;1.242629793;1.495682373;1.574253994;1.031173341;1.710273556
0.243695046;0.864065362;-0.465092598;1.543061832;-0.768201214;1.249038672;1.596629792
0.714672737;0.155389803;7.289746672;1.569075806;0.140299712;2.312634351;1.113136944
0.614524958;1.17819034;0.802392637;1.845988239;1.83410957;1.473001304;1.438724766
0.326161894;1.054969814;0.358037026;2.103968179;0.878807236;1.290331835;1.450327693
0.634004852;0.462008386;1.443591193;1.87980136;1.726614475;1.523939335;1.158556595
0.36916653;0.959905259;3.592439266;1.744517279;1.089331977;1.986253462;1.759358483
0.718869223;0.805215382;0.977422045;1.301112771;1.233675508;1.912749999;1.194252612
0.142667653;0.91993181;-0.190576305;1.478446643;0.169302608;1.996491428;1.66498528
0.15716495;0.167527724;-0.891119428;1.721713748;3.019130416;1.939733827;1.43473987
0.643160081;0.631084586;-0.677784084;1.964040044;0.976474937;1.364894527;1.908870877
0.478915052;0.273097635;-0.348065287;1.882392536;1.215882591;1.889112005;1.41218171
0.888761739;0.504503177;1.584607942;2.110753885;2.311144337;1.894633616;1.089215422
0.638034549;0.388622363;0.325234669;2.048738045;3.25054657;1.890238595;1.274120203
0.241713217;0.451554545;0.906550399;1.412870314;1.901593539;1.367547745;1.360796758
0.475623967;0.472558873;0.865954142;1.283634871;1.060833013;1.282767924;1.204333355
0.370626548;0.697997157;-0.996627121;2.161468185;1.280788266;2.311932721;1.698696603
0.449028779;0.591838777;-0.84609401;2.399967963;-0.234689308;2.062933985;1.732685889
0.446869585;0.579765343;1.179047134;1.379170847;0.553583199;1.822895904;1.345708674
0.669819927;0.662478536;-1.519806715;2.916384589;1.41192519;1.479148998;1.211283537
0.3873917;0.179158852;2.726874785;1.668349577;0.413315217;1.402299319;1.557358098
0.61852505;0.536850248;-0.137644535;1.4934522;0.458684448;1.176730076;1.651744774
0.583477277;0.73815958;-0.860488777;1.60881084;3.048486924;0.888332789;0.707801892
0.594962042;0.69060283;4.161682833;2.201408896;-0.02012975;2.498513555;0.696207816
0.251035277;0.379435091;1.459603715;1.722725655;2.330534879;1.875605474;0.93910146
0.354453483;0.440441046;0.970002615;1.704950029;-0.119288495;1.145943347;1.496857032
0.810395291;0.286607523;1.126380439;0.937556589;1.079441357;1.713107596;1.117397135
0.368201711;0.773738582;1.117801256;1.387582567;1.530632225;1.810902677;1.462521555
0.554764607;0.785502852;0.612591;1.473406003;1.358907042;1.171081075;1.163512881
0.518334962;0.539287208;2.258786546;1.479802935;-0.290398344;1.630500797;1.318168337
0.560674169;1.444701153;3.426479383;1.444057422;1.376632653;1.046894554;1.404059125
0.145579727;1.053449486;-1.115544048;1.036933712;0.999910813;0.860807982;1.881374117
0.655807922;0.383382834;3.106163262;1.529258452;1.097144793;1.43624398;0.91795658
0.843102553;0.525171753;-0.068565423;1.909313913;-0.076034379;1.778999055;1.443099658
0.179572339;1.203938041;-0.68109277;1.256731976;2.037928408;1.767938104;1.826963213
0.889074292;0.780895662;0.098452434;1.890238618;1.148591971;2.815969033;0.966546339
0.313117181;0.687259608;0.739440594;1.665624708;-0.976545442;1.95494115;1.39225918
0.276640216;1.417379351;1.635144658;1.504799207;0.935705475;1.872887982;1.133330015
0.259075949;0.62205881;0.634548878;2.268501663;0.281218205;1.961385455;1.159904742
0.906728995;1.113421773;2.874692159;2.533281632;-0.797935753;2.102912013;1.460511714
0.271119689;0.513146631;0.895979444;1.619752286;2.586259137;2.776615898;1.748746829
0.287036203;1.461247451;1.946644156;1.253670745;1.468099745;2.092550326;1.151366951
0.601554716;0.753292063;0.141638383;1.18669951;3.956204789;1.685475852;1.351118322
0.852348983;0.64841702;0.849140827;1.937570453;1.185334633;1.299586025;1.162666777
0.394461773;0.838605975;-0.018138315;1.993200107;0.265241786;1.206341632;1.44509137
0.722008246;0.603565258;1.109623758;1.318133176;0.535050955;1.695899516;1.131021144
0.381857283;0.31639442;-0.613982686;1.148437933;-0.245874643;1.367511985;1.256885686
0.58462195;0.429493396;-0.723267301;1.737611272;0.922711174;1.762613123;1.161068881
0.315452908;0.893508039;-0.960221616;2.363071455;1.732481062;1.904987659;1.240214185
0.719216888;0.433197916;0.569488085;1.176177212;0.263779266;1.151323872;0.70507653
0.820878604;0.919161711;0.459359424;1.228776246;2.272242376;1.630685452;1.052624678
0.66083774;0.868124527;2.066595401;1.16383156;1.2963124;1.497642192;0.72878759
0.676289281;1.07290085;-0.321452923;1.818731536;2.148496445;1.938955092;1.414742697
0.614440247;0.207302559;0.142801513;2.09851469;2.628297981;1.93697757;0.945665521
0.407445717;0.340231969;1.34859778;1.846243302;0.348004978;1.577116423;0.983383691
0.584558828;0.902586583;-0.098703559;2.502828967;1.402133805;1.561226462;1.12084625
0.25825119;0.429103427;1.313428812;2.072800855;2.057933217;1.323537408;1.214595267
0.097856454;0.262062631;1.625956502;1.956002175;1.746052435;3.224725082;1.35978649
0.545367647;0.628730443;-0.258858867;1.868355336;0.704510232;2.307702089;1.401017287
0.631124008;0.048727493;0.500245177;1.840702322;1.637582913;1.683245771;1.098468086
0.224975846;0.792163878;-0.252051704;2.008618488;2.192576504;1.629079077;1.642531937
0.519219157;0.396856075;0.990413729;1.489575275;3.770072511;1.725062668;1.356140501
0.040088738;0.817864649;4.062982878;1.450711671;0.673911195;1.644571977;1.416424095
0.488568691;0.258912876;-0.231154338;1.297148409;1.170498342;1.97585162;1.729723345
0.613059253;0.674371827;-0.476970284;2.100276006;1.220903669;1.344602187;1.731071208
0.485827936;0.642872484;-0.444368141;1.499845211;0.3263484;1.62206779;0.501213424
0.098425001;0.582044689;-0.24985625;1.455104813;2.082745758;1.492220809;1.542988448
0.477600265;0.632132608;0.544088102;1.573990723;0.521304808;3.563249466;1.616437004
0.840101563;0.643222925;1.640565234;2.036987105;-0.261754548;1.959545921;0.814472115
0.121922145;0.331951881;0.836423746;2.515743652;1.349044692;1.774720428;1.062642802
0.635883713;0.482926079;1.142090701;1.618406762;-0.431471067;1.590326591;1.255718899
0.568516581;0.316623184;-1.27771771;1.611757956;2.026415029;2.140805834;0.419057449
0.371043073;0.574051558;-0.160880819;1.918966713;1.681109789;1.726702908;1.309536388
0.194894017;0.622196133;1.06628323;1.503234134;-1.094835398;2.318329481;1.199281366
0.231438773;0.336955719;-1.08226463;2.149389815;0.270115364;1.280241665;1.843136521
0.675985038;0.273216833;0.353589701;1.880635411;1.194427449;1.115489401;1.206201994
0.107661072;0.687946856;5.023044788;1.695428335;0.752500453;1.02379596;1.038896735
0.829969223;1.187581274;-1.369884653;1.68674072;4.238987596;1.081392996;1.019561285
0.219243102;0.481231779;-0.768738899;1.739334938;1.009513863;2.091423635;1.061813634
0.758747837;0.287238555;1.501147111;1.719317468;0.593356838;1.636944546;0.803377956
0.422862834;0.890578506;2.179160386;1.713222665;1.118858712;1.232770612;1.64363272
0.732675142;0.527033944;-0.273432843;2.168872571;0.575426044;2.43019303;1.122522266
0.269392757;1.071316146;0.761796308;1.845047718;0.346004823;1.979408193;1.201129549
0.278688488;0.458374785;0.332537401;1.041058665;2.369798805;1.684957462;0.688408703
0.310302634;0.428646902;2.188823347;1.867525605;0.658932312;1.783942896;0.806393951
0.436211465;0.462224618;0.826591217;1.42981378;0.321902463;2.34161713;1.36742643
0.424105205;0.229201398;-0.565383957;2.05633231;2.665345215;1.810188801;1.141127149
0.545707596;0.658739129;0.556183956;1.641912965;0.893217322;1.761124144;1.511200905
0.3303955;0.606803276;0.960892536;1.547255685;1.134773608;2.224651967;1.695918206
0.160289945;0.984740011;1.957939462;2.006719172;1.350563892;1.187633933;1.198042907
0.31434742;0.3199109;-1.206312305;1.10034946;2.588680873;2.10490526;1.106113597
0.460441307;0.737355075;0.131310062;2.047646857;1.266662669;1.139723966;1.184828957
0.512517526;0.446348372;1.233977721;1.584337338;1.963034293;2.559976291;1.077103151
0.36805648;0.483961775;-0.178330952;0.978070781;-0.310525663;1.539165606;1.476894811
0.958417208;0.556716953;1.400928196;1.52329387;0.898812492;1.87985554;1.366927558
0.58378987;1.378068382;-0.462575677;0.984113498;1.658893441;2.267852857;1.564141357
0.41895101;1.041672059;0.983265464;1.603376974;-0.398294309;2.139770804;1.211368089
0.572803762;0.725792207;-0.248003685;1.442935222;-0.1462816;1.710609193;1.214816502
0.28992971;0.178021654;1.288888656;1.05205629;1.299845506;2.023429119;1.194229528
0.736046994;0.181961587;-0.448544572;1.13966625;0.434856137;2.376684521;1.156711346
0.697030332;0.347211528;1.295900902;2.858243314;1.401353209;1.838680143;1.670180559
0.438154142;0.224160468;1.138507447;1.118072345;2.160339067;2.139659935;0.896288963
0.684801009;0.715818607;-0.224737373;2.064327456;2.099646852;3.531643093;1.173297339
0.330861874;1.352429301;-0.245922756;1.789344493;1.357818858;1.786942153;1.497551614
0.363545654;0.472758871;0.035136758;1.726091192;0.866563276;2.021554962;1.102331452
0.049730974;1.003471709;2.154629444;1.868833862;2.541699138;1.525487965;1.388381771
0.826930532;0.240701754;-1.004857395;1.934366407;1.146826945;1.093452134;1.201039988
0.895620009;0.585742289;-0.023031404;1.821451953;0.13611646;1.509913692;1.337255745
0.748388612;0.681812452;-0.636225476;1.523444241;1.899045917;1.579354738;1.567441301
0.520766253;0.737606703;0.455194249;1.375326051;-0.966973377;1.419617538;1.006017883
0.423245741;0.477734281;-0.121532008;2.036501207;0.876728763;1.55857522;1.309868622
0.453304452;0.270267344;2.482650888;2.029210807;-0.10749777;1.231615588;0.839726794
0.84705905;0.480373135;0.387361609;2.589258325;2.116736654;1.530310029;1.96832609
0.686187086;0.805780367;-0.279910332;0.862974046;-0.00849744;1.559939565;1.423772641
0.531787196;0.235029318;-0.756820324;1.384234794;0.424850021;1.950543406;1.337515539
0.255006358;0.196247923;0.174778347;1.772190615;1.661739131;2.081334904;1.437947164
0.374037887;1.16035279;-1.281256453;1.943325584;1.175065301;2.269092604;1.682954957
0.477691613;0.331018728;0.135817769;1.976460985;1.747508027;1.523540562;1.155989677
0.618227908;0.884205255;-0.242178582;0.91345371;1.50405838;1.513680956;1.756634143
0.491347579;0.329303805;0.527484719;1.265241157;-0.700448757;2.00490652;2.100455074
0.850469445;0.57154728;-0.14050551;1.106909097;-0.578782973;1.892264399;1.521563686
0.564519993;0.793204826;-0.092867219;1.368319193;1.133090913;1.772409058;1.025207438
0.347838303;0.791322441;-0.117453231;2.002200145;1.442621716;2.145875421;1.001327873
0.793169016;0.646119081;1.126571687;2.23379778;2.217968149;1.443299647;0.737542796
0.640227895;1.315941935;-2.279341506;1.886207468;1.702192609;1.560327366;1.178078594
0.77139524;0.86465257;1.995373988;2.12279992;2.211004061;1.614668587;1.210284846
0.620105215;1.124683874;1.09909233;1.711355567;1.731018924;2.267844435;1.631098242
0.56554481;0.339236061;-1.217570178;2.594911809;0.324881687;1.966618432;1.450778027
0.632391345;0.199422923;-0.638165539;1.961714815;0.009601418;1.411983238;0.922887974
0.533764329;1.147701596;-0.846563723;1.501449667;0.992162896;1.192092972;1.267341393
0.866663808;1.157313908;1.09825829;1.63894986;0.92876237;1.501275559;1.190170874
0.472383625;1.212770572;-0.023910797;1.340675586;1.893255227;1.355435093;1.28744678
0.643302768;0.729055653;-0.1902392;2.565895971;2.810023047;1.263196464;1.51260016
0.469132442;0.619317614;0.057513929;1.768675574;3.004879584;1.459101709;1.160023216
0.727350024;0.566677713;-0.360537362;1.771255876;2.262670578;1.736576251;1.599819266
0.517642201;0.7996517;1.399163439;2.24865669;2.619025466;1.145081473;1.248080043
0.486639669;0.522656955;-0.881539642;1.759859985;1.302973403;1.807162301;1.41427601
0.254796684;0.424957354;-0.539040303;2.602030525;1.449083647;1.876205072;0.770995788
0.440711087;0.672007363;1.130298933;1.391833934;2.738673476;1.917066294;1.131973825
0.647087386;0.947571246;1.386489779;1.757567391;-0.615835907;1.254020533;1.64654243
0.605655725;0.448253071;-0.250324667;1.408050974;1.295527912;1.564432299;1.185211573
0.084748966;0.355619175;0.794599188;1.356653567;0.688777687;1.461670928;1.835879865
0.366026933;0.539123992;-0.376074281;1.959739309;0.993414388;1.877522173;1.055260125
0.787692552;0.458722892;1.078771948;1.433577731;0.444755987;1.642527208;1.539372301
0.317098917;0.452367145;0.531247568;1.123666896;2.400360494;1.953349891;1.232120288
0.619596457;0.795547263;0.391348644;3.065061569;1.862564625;2.354688727;2.009371018
0.613177876;0.427270534;0.506757734;1.243714399;1.572562499;1.003892147;1.35178375
0.876475848;0.848936664;-0.397917275;1.271882026;1.887342993;1.910299902;1.600517978
0.353645478;0.197815316;2.467910935;2.198622443;0.819729491;1.689973648;1.617009038
0.914097348;0.692013021;0.107600488;1.53070215;2.652817584;1.90578556;1.315109091
0.167647475;0.774457848;-0.249028254;1.709660865;-0.811361791;1.114724407;1.834736065
0.172979344;0.425564769;0.579415841;1.255298859;-0.094981848;1.610314874;1.629710525
0.353847123;0.770236652;0.125784133;1.200697545;0.820188052;1.073986504;1.329180379
0.655573626;0.242847741;-0.74377975;1.74698461;0.822074637;1.423953329;1.626044377
0.517841699;0.268293352;0.31772506;1.612552584;2.482679956;0.954422354;1.446597583
0.895494528;0.662590311;0.865014046;2.000823265;1.505933934;1.987650805;1.503956702
0.178669837;1.026223649;-0.320667667;1.4676574;0.200693645;2.110119592;1.174618342
0.514934351;0.749903813;1.23624689;1.282579214;0.575834793;2.096950619;1.508310236
0.250687879;0.456840964;-0.110659832;2.305560291;0.204908963;1.14469472;1.823565878
0.418625714;0.829627561;-0.082121065;1.618449182;0.106502516;1.964201595;1.145835567
0.353967071;0.546467329;-0.618623016;1.417256036;-0.745314679;1.448136457;1.011209537
0.71483091;0.371286096;1.410283773;1.907956614;1.438996944;1.824621355;1.174431941
0.706125871;0.691057998;-0.481391831;1.646894668;1.225871925;1.752941939;1.09657969
0.49163725;0.250745739;0.613756373;2.010260097;2.435166496;1.617004015;1.061319407
0.946100705;0.888763245;-0.9766972;1.48873743;0.905843991;1.020489024;0.602899618
0.498420437;0.357475282;-0.963529496;1.444266698;-1.207971808;1.686085391;1.183595318
0.315022903;0.515314002;0.34040962;1.526172649;1.070859752;1.888681457;1.944969138
0.885132225;0.974745478;0.901778605;1.348664095;1.25029884;1.786790018;0.83055797
0.093317692;1.060633008;-0.959856749;1.541107334;0.432802833;1.369989121;1.451721925
0.301280683;0.532226204;-0.243805435;1.94819952;2.586792202;1.682868084;1.140288408
0.966653459;0.246515102;-1.238061662;1.371724216;1.05170043;1.520214435;1.252741339
0.767309841;0.532032298;1.156812406;1.586906124;2.495481033;1.669302938;1.115146658
0.524378216;0.974945116;0.445040527;1.873376605;2.333728964;1.756744163;1.45260371
0.360856539;0.619393314;-0.492046588;0.828251464;-0.971147725;1.715505148;1.598817605
0.851974828;0.203131274;1.735694566;1.157091844;1.111512421;1.732252171;1.575646589
0.557032486;0.992918976;-0.551570365;1.408270609;0.700471234;1.662269655;1.790193988
0.575132989;0.386643407;3.059756196;0.983501706;2.61478084;2.269049659;1.310866407
0.494396836;0.818440032;-0.05819875;1.342476071;1.695604678;1.456479365;1.67556177
0.394492989;0.817053833;-0.046772501;1.597005325;2.576963328;1.693299596;1.263372966
0.32267794;0.444161669;-0.051900561;1.573286236;0.708931445;1.434773989;0.983250854
0.332311743;0.669747719;-0.578695668;1.422492056;1.608354064;1.461846469;1.182095402
0.359056197;0.733808393;-1.28980417;1.495192549;1.226452611;3.039272851;1.292258387
